promptValues;jhipsterVersion;baseName;packageName;packageFolder;serverPort;authenticationType;hibernateCache;clusteredHttpSession;websocket;databaseType;devDatabaseType;prodDatabaseType;searchEngine;messageBroker;serviceDiscoveryType;buildTool;enableSocialSignIn;enableSwaggerCodegen;jwtSecretKey;enableTranslation;applicationType;testFrameworks;jhiPrefix;skipClient;nativeLanguage;languages;clientPackageManager;__time
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";44;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";43;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";38;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"ehcache";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";48;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";38;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";51;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";41;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";47;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";42;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";36;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";38;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";39;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";42;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";46;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";38;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";47;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";37;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";40;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";44;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";37;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";38;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";48;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";40;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";36;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"hazelcast";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";37;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";40;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";39;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";47;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";44;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";44;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";46;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";45;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";40;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";55;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";44;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";50;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";44;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";43;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";38;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";37;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";34;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";38;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";37;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";41;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";44;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"infinispan";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";37;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";34;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";45;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";38;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";38;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";48;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";39;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";39;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";97;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";40;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";50;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";54;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";73;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"maven";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";43;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";41;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";37;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";45;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";46;
"{"packageName":"foo","nativeLanguage":"en"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";"kafka";"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";true;"uaa";gatling,cucumber,protractor;"jhi";true;"en";en;"yarn";42;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";42;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";43;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";false;"kafka";"eureka";"gradle";false;false;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";49;
"{"packageName":"foo"}";"4.8.2";"foo";"foo";"foo";8080;"uaa";"no";false;false;"sql";"postgresql";"postgresql";"elasticsearch";false;"eureka";"gradle";false;true;"aaaabbbbccccddddeeeeffffgggghhhhiiiijjjj";false;"uaa";gatling,cucumber,protractor;"jhi";true;;;"yarn";49;
